Country,TIME,Value
United States,1967-09,2.752294
United States,1967-10,2.431611
United States,1967-11,2.735562
United States,1967-12,3.039514
United States,1968-01,3.647416
United States,1968-02,3.951368
United States,1968-03,3.939394
United States,1968-04,3.927492
United States,1968-05,3.915663
United States,1968-06,4.204204
United States,1968-07,4.491018
United States,1968-08,4.477612
United States,1968-09,4.464286
United States,1968-10,4.747775
United States,1968-11,4.733728
United States,1968-12,4.719764
United States,1969-01,4.398827
United States,1969-02,4.678362
United States,1969-03,5.247813
United States,1969-04,5.523256
United States,1969-05,5.507246
United States,1969-06,5.475504
United States,1969-07,5.444126
United States,1969-08,5.714286
United States,1969-09,5.698006
United States,1969-10,5.665722
United States,1969-11,5.932203
United States,1969-12,6.197183
United States,1970-01,6.179775
United States,1970-02,6.145251
United States,1970-03,5.817174
United States,1970-04,6.060606
United States,1970-05,6.043956
United States,1970-06,6.010929
United States,1970-07,5.978261
United States,1970-08,5.405406
United States,1970-09,5.660378
United States,1970-10,5.630027
United States,1970-11,5.6
United States,1970-12,5.570292
United States,1971-01,5.291005
United States,1971-02,5
United States,1971-03,4.712042
United States,1971-04,4.155844
United States,1971-05,4.404145
United States,1971-06,4.639175
United States,1971-07,4.358974
United States,1971-08,4.615385
United States,1971-09,4.081633
United States,1971-10,3.807106
United States,1971-11,3.282828
United States,1971-12,3.266332
United States,1972-01,3.266332
United States,1972-02,3.508772
United States,1972-03,3.5
United States,1972-04,3.491272
United States,1972-05,3.225806
United States,1972-06,2.70936
United States,1972-07,2.948403
United States,1972-08,2.941176
United States,1972-09,3.186275
United States,1972-10,3.422983
United States,1972-11,3.667482
United States,1972-12,3.406326
United States,1973-01,3.649635
United States,1973-02,3.874092
United States,1973-03,4.589372
United States,1973-04,5.060241
United States,1973-05,5.528846
United States,1973-06,5.995204
United States,1973-07,5.727923
United States,1973-08,7.380952
United States,1973-09,7.36342
United States,1973-10,7.801418
United States,1973-11,8.254717
United States,1973-12,8.705882
United States,1974-01,9.389671
United States,1974-02,10.02331
United States,1974-03,10.39261
United States,1974-04,10.09174
United States,1974-05,10.70615
United States,1974-06,10.85973
United States,1974-07,11.51241
United States,1974-08,10.86475
United States,1974-09,11.9469
United States,1974-10,12.0614
United States,1974-11,12.20044
United States,1974-12,12.33766
United States,1975-01,11.80258
United States,1975-02,11.22881
United States,1975-03,10.25105
United States,1975-04,10.20833
United States,1975-05,9.46502
United States,1975-06,9.387755
United States,1975-07,9.716599
United States,1975-08,8.6
United States,1975-09,7.905138
United States,1975-10,7.436399
United States,1975-11,7.378641
United States,1975-12,6.936416
United States,1976-01,6.71785
United States,1976-02,6.285714
United States,1976-03,6.072106
United States,1976-04,6.04915
United States,1976-05,6.203008
United States,1976-06,5.970149
United States,1976-07,5.350554
United States,1976-08,5.709024
United States,1976-09,5.494505
United States,1976-10,5.464481
United States,1976-11,4.882459
United States,1976-12,4.864865
United States,1977-01,5.215827
United States,1977-02,5.913979
United States,1977-03,6.440072
United States,1977-04,6.951872
United States,1977-05,6.725664
United States,1977-06,6.866197
United States,1977-07,6.830122
United States,1977-08,6.620209
United States,1977-09,6.597222
United States,1977-10,6.390328
United States,1977-11,6.724138
United States,1977-12,6.701031
United States,1978-01,6.837607
United States,1978-02,6.42978
United States,1978-03,6.554622
United States,1978-04,6.5
United States,1978-05,6.965174
United States,1978-06,7.413509
United States,1978-07,7.704918
United States,1978-08,7.843137
United States,1978-09,8.306189
United States,1978-10,8.928572
United States,1978-11,8.885299
United States,1978-12,9.017714
United States,1979-01,9.28
United States,1979-02,9.856915
United States,1979-03,10.09464
United States,1979-04,10.48513
United States,1979-05,10.85271
United States,1979-06,10.88957
United States,1979-07,11.26332
United States,1979-08,11.81818
United States,1979-09,12.18045
United States,1979-10,12.07154
United States,1979-11,12.61128
United States,1979-12,13.29394
United States,1980-01,13.90922
United States,1980-02,14.18234
United States,1980-03,14.75645
United States,1980-04,14.73088
United States,1980-05,14.40559
United States,1980-06,14.38451
United States,1980-07,13.1327
United States,1980-08,12.87263
United States,1980-09,12.60054
United States,1980-10,12.76596
United States,1980-11,12.64822
United States,1980-12,12.5163
United States,1981-01,11.82519
United States,1981-02,11.40684
United States,1981-03,10.48689
United States,1981-04,10
United States,1981-05,9.779951
United States,1981-06,9.5526
United States,1981-07,10.76179
United States,1981-08,10.80432
United States,1981-09,10.95238
United States,1981-10,10.14151
United States,1981-11,9.590643
United States,1981-12,8.922364
United States,1982-01,8.390804
United States,1982-02,7.622298
United States,1982-03,6.779661
United States,1982-04,6.50954
United States,1982-05,6.681514
United States,1982-06,7.064018
United States,1982-07,6.441048
United States,1982-08,5.850488
United States,1982-09,5.042919
United States,1982-10,5.139186
United States,1982-11,4.589114
United States,1982-12,3.829787
United States,1983-01,3.711559
United States,1983-02,3.488372
United States,1983-03,3.597884
United States,1983-04,3.898841
United States,1983-05,3.549061
United States,1983-06,2.57732
United States,1983-07,2.461539
United States,1983-08,2.558854
United States,1983-09,2.860061
United States,1983-10,2.851324
United States,1983-11,3.265306
United States,1983-12,3.790984
United States,1984-01,4.192229
United States,1984-02,4.596527
United States,1984-03,4.800817
United States,1984-04,4.563895
United States,1984-05,4.233871
United States,1984-06,4.221106
United States,1984-07,4.204204
United States,1984-08,4.291417
United States,1984-09,4.270109
United States,1984-10,4.257426
United States,1984-11,4.051383
United States,1984-12,3.948667
United States,1985-01,3.532875
United States,1985-02,3.515625
United States,1985-03,3.703704
United States,1985-04,3.685742
United States,1985-05,3.77176
United States,1985-06,3.760849
United States,1985-07,3.554275
United States,1985-08,3.349282
United States,1985-09,3.142857
United States,1985-10,3.22887
United States,1985-11,3.51377
United States,1985-12,3.798671
United States,1986-01,3.886256
United States,1986-02,3.113208
United States,1986-03,2.255639
United States,1986-04,1.590271
United States,1986-05,1.491146
United States,1986-06,1.765799
United States,1986-07,1.576994
United States,1986-08,1.574074
United States,1986-09,1.754386
United States,1986-10,1.471941
United States,1986-11,1.284404
United States,1986-12,1.097896
United States,1987-01,1.459854
United States,1987-02,2.1043
United States,1987-03,3.033088
United States,1987-04,3.775322
United States,1987-05,3.856749
United States,1987-06,3.652968
United States,1987-07,3.926941
United States,1987-08,4.284412
United States,1987-09,4.355717
United States,1987-10,4.533092
United States,1987-11,4.528986
United States,1987-12,4.434389
United States,1988-01,4.046762
United States,1988-02,3.942652
United States,1988-03,3.925067
United States,1988-04,3.90417
United States,1988-05,3.890363
United States,1988-06,3.964758
United States,1988-07,4.130053
United States,1988-08,4.020979
United States,1988-09,4.173913
United States,1988-10,4.249783
United States,1988-11,4.2461
United States,1988-12,4.419411
United States,1989-01,4.667243
United States,1989-02,4.827586
United States,1989-03,4.978541
United States,1989-04,5.123826
United States,1989-05,5.361702
United States,1989-06,5.169491
United States,1989-07,4.978903
United States,1989-08,4.705883
United States,1989-09,4.340568
United States,1989-10,4.492513
United States,1989-11,4.655029
United States,1989-12,4.647303
United States,1990-01,5.202312
United States,1990-02,5.263158
United States,1990-03,5.233034
United States,1990-04,4.711617
United States,1990-05,4.361874
United States,1990-06,4.67365
United States,1990-07,4.823151
United States,1990-08,5.617978
United States,1990-09,6.16
United States,1990-10,6.289809
United States,1990-11,6.274821
United States,1990-12,6.106265
United States,1991-01,5.651491
United States,1991-02,5.3125
United States,1991-03,4.895105
United States,1991-04,4.88751
United States,1991-05,4.95356
United States,1991-06,4.69592
United States,1991-07,4.447853
United States,1991-08,3.799392
United States,1991-09,3.391108
United States,1991-10,2.921348
United States,1991-11,2.989537
United States,1991-12,3.064275
United States,1992-01,2.600297
United States,1992-02,2.818991
United States,1992-03,3.185185
United States,1992-04,3.180473
United States,1992-05,3.023599
United States,1992-06,3.088235
United States,1992-07,3.157122
United States,1992-08,3.147877
United States,1992-09,2.988338
United States,1992-10,3.202329
United States,1992-11,3.047895
United States,1992-12,2.900653
United States,1993-01,3.258508
United States,1993-02,3.246753
United States,1993-03,3.086863
United States,1993-04,3.225806
United States,1993-05,3.221188
United States,1993-06,2.99572
United States,1993-07,2.775801
United States,1993-08,2.76792
United States,1993-09,2.689313
United States,1993-10,2.750353
United States,1993-11,2.676056
United States,1993-12,2.748414
United States,1994-01,2.524544
United States,1994-02,2.515723
United States,1994-03,2.506964
United States,1994-04,2.361111
United States,1994-05,2.288488
United States,1994-06,2.493075
United States,1994-07,2.770083
United States,1994-08,2.900553
United States,1994-09,2.963474
United States,1994-10,2.608099
United States,1994-11,2.674897
United States,1994-12,2.674897
United States,1995-01,2.804378
United States,1995-02,2.862986
United States,1995-03,2.853261
United States,1995-04,3.052917
United States,1995-05,3.186441
United States,1995-06,3.04054
United States,1995-07,2.762803
United States,1995-08,2.61745
United States,1995-09,2.543507
United States,1995-10,2.809365
United States,1995-11,2.60521
United States,1995-12,2.53841
United States,1996-01,2.727878
United States,1996-02,2.650762
United States,1996-03,2.840158
United States,1996-04,2.896642
United States,1996-05,2.890933
United States,1996-06,2.754098
United States,1996-07,2.95082
United States,1996-08,2.877698
United States,1996-09,3.002611
United States,1996-10,2.992843
United States,1996-11,3.255208
United States,1996-12,3.322476
United States,1997-01,3.044041
United States,1997-02,3.034216
United States,1997-03,2.761721
United States,1997-04,2.495202
United States,1997-05,2.234994
United States,1997-06,2.297384
United States,1997-07,2.229299
United States,1997-08,2.225048
United States,1997-09,2.154626
United States,1997-10,2.084649
United States,1997-11,1.828499
United States,1997-12,1.702396
United States,1998-01,1.571339
United States,1998-02,1.441103
United States,1998-03,1.375
United States,1998-04,1.435705
United States,1998-05,1.686446
United States,1998-06,1.684342
United States,1998-07,1.682243
United States,1998-08,1.616915
United States,1998-09,1.488834
United States,1998-10,1.485149
United States,1998-11,1.547988
United States,1998-12,1.611903
United States,1999-01,1.670792
United States,1999-02,1.60593
United States,1999-03,1.726264
United States,1999-04,2.276923
United States,1999-05,2.088452
United States,1999-06,1.96319
United States,1999-07,2.144608
United States,1999-08,2.264382
United States,1999-09,2.628362
United States,1999-10,2.560976
United States,1999-11,2.621951
United States,1999-12,2.684564
United States,2000-01,2.738892
United States,2000-02,3.221884
United States,2000-03,3.757576
United States,2000-04,3.068592
United States,2000-05,3.188929
United States,2000-06,3.730445
United States,2000-07,3.659268
United States,2000-08,3.411131
United States,2000-09,3.454437
United States,2000-10,3.448276
United States,2000-11,3.446227
United States,2000-12,3.386809
United States,2001-01,3.732228
United States,2001-02,3.533569
United States,2001-03,2.920561
United States,2001-04,3.269119
United States,2001-05,3.61516
United States,2001-06,3.24826
United States,2001-07,2.719908
United States,2001-08,2.719908
United States,2001-09,2.648244
United States,2001-10,2.126437
United States,2001-11,1.895462
United States,2001-12,1.551724
United States,2002-01,1.142204
United States,2002-02,1.137656
United States,2002-03,1.475596
United States,2002-04,1.639344
United States,2002-05,1.181767
United States,2002-06,1.067416
United States,2002-07,1.464789
United States,2002-08,1.802817
United States,2002-09,1.514302
United States,2002-10,2.025886
United States,2002-11,2.198422
United States,2002-12,2.37691
United States,2003-01,2.597403
United States,2003-02,2.980877
United States,2003-03,3.020134
United States,2003-04,2.224694
United States,2003-05,2.057842
United States,2003-06,2.112285
United States,2003-07,2.109939
United States,2003-08,2.158273
United States,2003-09,2.320442
United States,2003-10,2.040816
United States,2003-11,1.76503
United States,2003-12,1.879491
United States,2004-01,1.926252
United States,2004-02,1.693064
United States,2004-03,1.737242
United States,2004-04,2.285093
United States,2004-05,3.051771
United States,2004-06,3.266195
United States,2004-07,2.990756
United States,2004-08,2.654388
United States,2004-09,2.537797
United States,2004-10,3.189189
United States,2004-11,3.523035
United States,2004-12,3.255562
United States,2005-01,2.969762
United States,2005-02,3.007519
United States,2005-03,3.148346
United States,2005-04,3.510638
United States,2005-05,2.80275
United States,2005-06,2.530311
United States,2005-07,3.167899
United States,2005-08,3.641161
United States,2005-09,4.686677
United States,2005-10,4.347826
United States,2005-11,3.455497
United States,2005-12,3.415659
United States,2006-01,3.985317
United States,2006-02,3.597497
United States,2006-03,3.362649
United States,2006-04,3.545735
United States,2006-05,4.166667
United States,2006-06,4.318766
United States,2006-07,4.145343
United States,2006-08,3.818737
United States,2006-09,2.062374
United States,2006-10,1.305221
United States,2006-11,1.973684
United States,2006-12,2.54065
United States,2007-01,2.075643
United States,2007-02,2.415199
United States,2007-03,2.778779
United States,2007-04,2.573697
United States,2007-05,2.690864
United States,2007-06,2.687038
United States,2007-07,2.358231
United States,2007-08,1.970083
United States,2007-09,2.755052
United States,2007-10,3.536175
United States,2007-11,4.306203
United States,2007-12,4.081269
United States,2008-01,4.280294
United States,2008-02,4.026556
United States,2008-03,3.981456
United States,2008-04,3.93689
United States,2008-05,4.175543
United States,2008-06,5.02179
United States,2008-07,5.600123
United States,2008-08,5.371855
United States,2008-09,4.936927
United States,2008-10,3.655186
United States,2008-11,1.069575
United States,2008-12,0.0914129
United States,2009-01,0.0298465
United States,2009-02,0.2361911
United States,2009-03,-0.3835562
United States,2009-04,-0.7368857
United States,2009-05,-1.281436
United States,2009-06,-1.426776
United States,2009-07,-2.097161
United States,2009-08,-1.484349
United States,2009-09,-1.286206
United States,2009-10,-0.1828483
United States,2009-11,1.838296
United States,2009-12,2.721331
United States,2010-01,2.625709
United States,2010-02,2.143332
United States,2010-03,2.313959
United States,2010-04,2.236447
United States,2010-05,2.020986
United States,2010-06,1.053349
United States,2010-07,1.235193
United States,2010-08,1.148105
United States,2010-09,1.143683
United States,2010-10,1.172188
United States,2010-11,1.143161
United States,2010-12,1.495723
United States,2011-01,1.631847
United States,2011-02,2.107585
United States,2011-03,2.681603
United States,2011-04,3.163631
United States,2011-05,3.568646
United States,2011-06,3.558828
United States,2011-07,3.628716
United States,2011-08,3.771208
United States,2011-09,3.868357
United States,2011-10,3.5252
United States,2011-11,3.394378
United States,2011-12,2.962419
United States,2012-01,2.925217
United States,2012-02,2.871099
United States,2012-03,2.651398
United States,2012-04,2.30274
United States,2012-05,1.704254
United States,2012-06,1.663994
United States,2012-07,1.408451
United States,2012-08,1.692379
United States,2012-09,1.991282
United States,2012-10,2.162344
United States,2012-11,1.764134
United States,2012-12,1.741022
United States,2013-01,1.594865
United States,2013-02,1.977924
United States,2013-03,1.473896
United States,2013-04,1.063085
United States,2013-05,1.361965
United States,2013-06,1.754417
United States,2013-07,1.960682
United States,2013-08,1.518368
United States,2013-09,1.184925
United States,2013-10,0.9636127
United States,2013-11,1.237072
United States,2013-12,1.501736
United States,2014-01,1.578947
United States,2014-02,1.126349
United States,2014-03,1.512203
United States,2014-04,1.952858
United States,2014-05,2.127111
United States,2014-06,2.072341
United States,2014-07,1.992329
United States,2014-08,1.699611
United States,2014-09,1.657919
United States,2014-10,1.66434
United States,2014-11,1.322355
United States,2014-12,0.7564933
United States,2015-01,-0.08934832
United States,2015-02,-0.0251298
United States,2015-03,-0.07363739
United States,2015-04,-0.1995174
United States,2015-05,-0.03993275
United States,2015-06,0.1237712
United States,2015-07,0.1695698
United States,2015-08,0.1950793
United States,2015-09,-0.03612975
United States,2015-10,0.1705744
United States,2015-11,0.5017976
United States,2015-12,0.7295198
United States,2016-01,1.373087
United States,2016-02,1.0178
United States,2016-03,0.8525362
United States,2016-04,1.12511
United States,2016-05,1.019323
United States,2016-06,0.9973265
United States,2016-07,0.8271388
United States,2016-08,1.062875
United States,2016-09,1.463784
United States,2016-10,1.635988
United States,2016-11,1.692537
United States,2016-12,2.074622
United States,2017-01,2.500042
United States,2017-02,2.737958
United States,2017-03,2.380612
United States,2017-04,2.19969
United States,2017-05,1.874878
United States,2017-06,1.633488
United States,2017-07,1.727978
United States,2017-08,1.938974
United States,2017-09,2.232964
United States,2017-10,2.041129
United States,2017-11,2.202583
United States,2017-12,2.109082
United States,2018-01,2.070508
United States,2018-02,2.211795
United States,2018-03,2.359711
United States,2018-04,2.462744
United States,2018-05,2.801012
United States,2018-06,2.871548
United States,2018-07,2.949515
United States,2018-08,2.69918
United States,2018-09,2.276972
United States,2018-10,2.52247
United States,2018-11,2.176601
United States,2018-12,1.910159
United States,2019-01,1.551235
United States,2019-02,1.520135
United States,2019-03,1.862523
United States,2019-04,1.99644
United States,2019-05,1.790228
United States,2019-06,1.648485
United States,2019-07,1.811465
United States,2019-08,1.74978
United States,2019-09,1.711305
United States,2019-10,1.764043
United States,2019-11,2.051278
United States,2019-12,2.28513
United States,2020-01,2.486572
United States,2020-02,2.334874
United States,2020-03,1.539327
United States,2020-04,0.3290967
United States,2020-05,0.1179264
United States,2020-06,0.6457331
United States,2020-07,0.9860818
United States,2020-08,1.309645
United States,2020-09,1.371325
United States,2020-10,1.182066
United States,2020-11,1.174536
United States,2020-12,1.362005
United States,2021-01,1.39977
United States,2021-02,1.676215
United States,2021-03,2.619762
United States,2021-04,4.159695
United States,2021-05,4.992707
United States,2021-06,5.391451
United States,2021-07,5.365475
United States,2021-08,5.251272
United States,2021-09,5.390349
United States,2021-10,6.221869
United States,2021-11,6.809003
United States,2021-12,7.036403
United States,2022-01,7.479873
United States,2022-02,7.871064
United States,2022-03,8.542456
United States,2022-04,8.25863
United States,2022-05,8.581511
United States,2022-06,9.059758
United States,2022-07,8.524815
United States,2022-08,8.262692
United States,2022-09,8.20167
United States,2022-10,7.745427
United States,2022-11,7.110323
United States,2022-12,6.454401
United States,2023-01,6.410147
United States,2023-02,6.035613
United States,2023-03,4.984974
United States,2023-04,4.93032
United States,2023-05,4.047609
United States,2023-06,2.969178
United States,2023-07,3.17778
United States,2023-08,3.665112
United States,2023-09,3.699698
United States,2023-10,3.241145
United States,2023-11,3.137271
United States,2023-12,3.352123
Canada,1915-01,1.666667
Canada,1915-02,1.666667
Canada,1915-03,1.666667
Canada,1915-04,1.666667
Canada,1915-05,3.389831
Canada,1915-06,1.666667
Canada,1915-07,3.389831
Canada,1915-08,1.666667
Canada,1915-09,1.666667
Canada,1915-10,0
Canada,1915-11,3.278688
Canada,1915-12,3.278688
Canada,1916-01,4.918033
Canada,1916-02,6.557377
Canada,1916-03,6.557377
Canada,1916-04,6.557377
Canada,1916-05,6.557377
Canada,1916-06,8.196721
Canada,1916-07,8.196721
Canada,1916-08,8.196721
Canada,1916-09,11.47541
Canada,1916-10,13.11475
Canada,1916-11,12.69841
Canada,1916-12,14.28571
Canada,1917-01,15.625
Canada,1917-02,13.84615
Canada,1917-03,16.92308
Canada,1917-04,16.92308
Canada,1917-05,21.53846
Canada,1917-06,21.21212
Canada,1917-07,21.21212
Canada,1917-08,21.21212
Canada,1917-09,17.64706
Canada,1917-10,18.84058
Canada,1917-11,15.49296
Canada,1917-12,15.27778
Canada,1918-01,13.51351
Canada,1918-02,14.86487
Canada,1918-03,13.1579
Canada,1918-04,13.1579
Canada,1918-05,10.12658
Canada,1918-06,10
Canada,1918-07,11.25
Canada,1918-08,15
Canada,1918-09,15
Canada,1918-10,13.41463
Canada,1918-11,14.63415
Canada,1918-12,13.25301
Canada,1919-01,13.09524
Canada,1919-02,10.58823
Canada,1919-03,9.302325
Canada,1919-04,9.302325
Canada,1919-05,11.49425
Canada,1919-06,10.22727
Canada,1919-07,10.11236
Canada,1919-08,8.695652
Canada,1919-09,8.695652
Canada,1919-10,7.526882
Canada,1919-11,7.446808
Canada,1919-12,8.510638
Canada,1920-01,11.57895
Canada,1920-02,14.89362
Canada,1920-03,19.14894
Canada,1920-04,20.21277
Canada,1920-05,19.58763
Canada,1920-06,21.64948
Canada,1920-07,20.40816
Canada,1920-08,17
Canada,1920-09,15
Canada,1920-10,15
Canada,1920-11,11.88119
Canada,1920-12,9.803922
Canada,1921-01,3.773585
Canada,1921-02,0
Canada,1921-03,-6.25
Canada,1921-04,-9.734513
Canada,1921-05,-13.7931
Canada,1921-06,-17.79661
Canada,1921-07,-17.79661
Canada,1921-08,-17.09402
Canada,1921-09,-15.65217
Canada,1921-10,-15.65217
Canada,1921-11,-16.81416
Canada,1921-12,-16.07143
Canada,1922-01,-14.54545
Canada,1922-02,-13.88889
Canada,1922-03,-12.38095
Canada,1922-04,-9.803922
Canada,1922-05,-9
Canada,1922-06,-6.185567
Canada,1922-07,-6.185567
Canada,1922-08,-5.154639
Canada,1922-09,-5.154639
Canada,1922-10,-5.154639
Canada,1922-11,-2.12766
Canada,1922-12,-2.12766
Canada,1923-01,-2.12766
Canada,1923-02,-1.075269
Canada,1923-03,1.086957
Canada,1923-04,0
Canada,1923-05,1.098901
Canada,1923-06,1.098901
Canada,1923-07,0
Canada,1923-08,0
Canada,1923-09,0
Canada,1923-10,0
Canada,1923-11,0
Canada,1923-12,0
Canada,1924-01,0
Canada,1924-02,0
Canada,1924-03,-1.075269
Canada,1924-04,-2.173913
Canada,1924-05,-3.26087
Canada,1924-06,-4.347826
Canada,1924-07,-3.296703
Canada,1924-08,-2.173913
Canada,1924-09,-2.173913
Canada,1924-10,-2.173913
Canada,1924-11,-1.086957
Canada,1924-12,-1.086957
Canada,1925-01,0
Canada,1925-02,0
Canada,1925-03,0
Canada,1925-04,1.111111
Canada,1925-05,1.123595
Canada,1925-06,2.272727
Canada,1925-07,2.272727
Canada,1925-08,1.111111
Canada,1925-09,1.111111
Canada,1925-10,2.222222
Canada,1925-11,1.098901
Canada,1925-12,2.197802
Canada,1926-01,0
Canada,1926-02,0
Canada,1926-03,0
Canada,1926-04,1.098901
Canada,1926-05,2.222222
Canada,1926-06,2.222222
Canada,1926-07,2.222222
Canada,1926-08,1.098901
Canada,1926-09,1.098901
Canada,1926-10,0
Canada,1926-11,0
Canada,1926-12,-1.075269
Canada,1927-01,0
Canada,1927-02,0
Canada,1927-03,-1.086957
Canada,1927-04,-2.173913
Canada,1927-05,-2.173913
Canada,1927-06,-2.173913
Canada,1927-07,-1.086957
Canada,1927-08,-2.173913
Canada,1927-09,-2.173913
Canada,1927-10,-2.173913
Canada,1927-11,-1.086957
Canada,1927-12,-1.086957
Canada,1928-01,0
Canada,1928-02,0
Canada,1928-03,0
Canada,1928-04,1.111111
Canada,1928-05,0
Canada,1928-06,0
Canada,1928-07,-1.098901
Canada,1928-08,2.222222
Canada,1928-09,2.222222
Canada,1928-10,2.222222
Canada,1928-11,1.098901
Canada,1928-12,1.098901
Canada,1929-01,0
Canada,1929-02,0
Canada,1929-03,1.098901
Canada,1929-04,0
Canada,1929-05,2.222222
Canada,1929-06,2.222222
Canada,1929-07,2.222222
Canada,1929-08,0
Canada,1929-09,0
Canada,1929-10,1.086957
Canada,1929-11,1.086957
Canada,1929-12,2.173913
Canada,1930-01,2.173913
Canada,1930-02,2.173913
Canada,1930-03,1.086957
Canada,1930-04,1.098901
Canada,1930-05,0
Canada,1930-06,0
Canada,1930-07,0
Canada,1930-08,0
Canada,1930-09,-3.26087
Canada,1930-10,-4.301075
Canada,1930-11,-4.301075
Canada,1930-12,-6.382979
Canada,1931-01,-7.446808
Canada,1931-02,-8.510638
Canada,1931-03,-8.602151
Canada,1931-04,-8.695652
Canada,1931-05,-9.782609
Canada,1931-06,-10.86957
Canada,1931-07,-11.95652
Canada,1931-08,-10.86957
Canada,1931-09,-8.988764
Canada,1931-10,-11.23596
Canada,1931-11,-11.23596
Canada,1931-12,-10.22727
Canada,1932-01,-10.34483
Canada,1932-02,-11.62791
Canada,1932-03,-10.58823
Canada,1932-04,-9.523809
Canada,1932-05,-10.84337
Canada,1932-06,-9.756098
Canada,1932-07,-8.641975
Canada,1932-08,-9.756098
Canada,1932-09,-8.641975
Canada,1932-10,-7.594937
Canada,1932-11,-7.594937
Canada,1932-12,-7.594937
Canada,1933-01,-7.692307
Canada,1933-02,-5.263158
Canada,1933-03,-6.578948
Canada,1933-04,-6.578948
Canada,1933-05,-4.054054
Canada,1933-06,-4.054054
Canada,1933-07,-4.054054
Canada,1933-08,-2.702703
Canada,1933-09,-2.702703
Canada,1933-10,-2.739726
Canada,1933-11,-2.739726
Canada,1933-12,-2.739726
Canada,1934-01,0
Canada,1934-02,0
Canada,1934-03,2.816901
Canada,1934-04,2.816901
Canada,1934-05,1.408451
Canada,1934-06,1.408451
Canada,1934-07,1.408451
Canada,1934-08,0
Canada,1934-09,0
Canada,1934-10,1.408451
Canada,1934-11,1.408451
Canada,1934-12,1.408451
Canada,1935-01,0
Canada,1935-02,0
Canada,1935-03,-1.369863
Canada,1935-04,-1.369863
Canada,1935-05,0
Canada,1935-06,0
Canada,1935-07,0
Canada,1935-08,0
Canada,1935-09,1.388889
Canada,1935-10,1.388889
Canada,1935-11,2.777778
Canada,1935-12,2.777778
Canada,1936-01,2.777778
Canada,1936-02,2.777778
Canada,1936-03,2.777778
Canada,1936-04,1.388889
Canada,1936-05,1.388889
Canada,1936-06,1.388889
Canada,1936-07,2.777778
Canada,1936-08,2.777778
Canada,1936-09,1.369863
Canada,1936-10,2.739726
Canada,1936-11,1.351351
Canada,1936-12,1.351351
Canada,1937-01,2.702703
Canada,1937-02,2.702703
Canada,1937-03,2.702703
Canada,1937-04,4.109589
Canada,1937-05,4.109589
Canada,1937-06,4.109589
Canada,1937-07,2.702703
Canada,1937-08,4.054054
Canada,1937-09,4.054054
Canada,1937-10,4
Canada,1937-11,4
Canada,1937-12,4
Canada,1938-01,1.315789
Canada,1938-02,1.315789
Canada,1938-03,2.631579
Canada,1938-04,2.631579
Canada,1938-05,1.315789
Canada,1938-06,1.315789
Canada,1938-07,2.631579
Canada,1938-08,1.298701
Canada,1938-09,0
Canada,1938-10,-2.564103
Canada,1938-11,-2.564103
Canada,1938-12,-2.564103
Canada,1939-01,-1.298701
Canada,1939-02,-1.298701
Canada,1939-03,-2.564103
Canada,1939-04,-2.564103
Canada,1939-05,-1.298701
Canada,1939-06,-1.298701
Canada,1939-07,-2.564103
Canada,1939-08,-2.564103
Canada,1939-09,-1.298701
Canada,1939-10,2.631579
Canada,1939-11,2.631579
Canada,1939-12,2.631579
Canada,1940-01,2.631579
Canada,1940-02,2.631579
Canada,1940-03,3.947368
Canada,1940-04,3.947368
Canada,1940-05,3.947368
Canada,1940-06,3.947368
Canada,1940-07,5.263158
Canada,1940-08,5.263158
Canada,1940-09,6.578948
Canada,1940-10,3.846154
Canada,1940-11,3.846154
Canada,1940-12,5.128205
Canada,1941-01,5.128205
Canada,1941-02,5.128205
Canada,1941-03,3.797468
Canada,1941-04,3.797468
Canada,1941-05,3.797468
Canada,1941-06,6.329114
Canada,1941-07,6.25
Canada,1941-08,7.5
Canada,1941-09,7.407407
Canada,1941-10,7.407407
Canada,1941-11,8.641975
Canada,1941-12,6.097561
Canada,1942-01,6.097561
Canada,1942-02,6.097561
Canada,1942-03,7.317073
Canada,1942-04,7.317073
Canada,1942-05,7.317073
Canada,1942-06,4.761905
Canada,1942-07,4.705883
Canada,1942-08,3.488372
Canada,1942-09,1.149425
Canada,1942-10,2.298851
Canada,1942-11,2.272727
Canada,1942-12,3.448276
Canada,1943-01,1.149425
Canada,1943-02,1.149425
Canada,1943-03,0
Canada,1943-04,2.272727
Canada,1943-05,2.272727
Canada,1943-06,2.272727
Canada,1943-07,2.247191
Canada,1943-08,2.247191
Canada,1943-09,4.545455
Canada,1943-10,3.370786
Canada,1943-11,2.222222
Canada,1943-12,2.222222
Canada,1944-01,3.409091
Canada,1944-02,3.409091
Canada,1944-03,3.409091
Canada,1944-04,1.111111
Canada,1944-05,1.111111
Canada,1944-06,1.111111
Canada,1944-07,0
Canada,1944-08,0
Canada,1944-09,-1.086957
Canada,1944-10,-1.086957
Canada,1944-11,-1.086957
Canada,1944-12,-2.173913
Canada,1945-01,-1.098901
Canada,1945-02,0
Canada,1945-03,0
Canada,1945-04,0
Canada,1945-05,0
Canada,1945-06,1.098901
Canada,1945-07,1.098901
Canada,1945-08,1.098901
Canada,1945-09,1.098901
Canada,1945-10,1.098901
Canada,1945-11,1.098901
Canada,1945-12,2.222222
Canada,1946-01,2.222222
Canada,1946-02,1.098901
Canada,1946-03,1.098901
