Country,TIME,Value
France,2004-05,2.8
France,2004-06,2.7
France,2004-07,2.6
France,2004-08,2.6
France,2004-09,2.2
France,2004-10,2.3
France,2004-11,2.2
France,2004-12,2.2
France,2005-01,1.6
France,2005-02,1.9
France,2005-03,2.1
France,2005-04,2
France,2005-05,1.7
France,2005-06,1.8
France,2005-07,1.8
France,2005-08,2
France,2005-09,2.3
France,2005-10,2
France,2005-11,1.8
France,2005-12,1.8
France,2006-01,2.2
France,2006-02,2
France,2006-03,1.7
France,2006-04,2
France,2006-05,2.3
France,2006-06,2.2
France,2006-07,2.2
France,2006-08,2.1
France,2006-09,1.5
France,2006-10,1.2
France,2006-11,1.6
France,2006-12,1.7
France,2007-01,1.4
France,2007-02,1.2
France,2007-03,1.2
France,2007-04,1.3
France,2007-05,1.2
France,2007-06,1.3
France,2007-07,1.2
France,2007-08,1.3
France,2007-09,1.6
France,2007-10,2.1
France,2007-11,2.6
France,2007-12,2.8
France,2008-01,3.2
France,2008-02,3.2
France,2008-03,3.5
France,2008-04,3.4
France,2008-05,3.7
France,2008-06,4
France,2008-07,4
France,2008-08,3.5
France,2008-09,3.4
France,2008-10,3
France,2008-11,1.9
France,2008-12,1.2
France,2009-01,0.8
France,2009-02,1
France,2009-03,0.4
France,2009-04,0.1
France,2009-05,-0.3
France,2009-06,-0.6
France,2009-07,-0.8
France,2009-08,-0.2
France,2009-09,-0.4
France,2009-10,-0.2
France,2009-11,0.5
France,2009-12,1
France,2010-01,1.2
France,2010-02,1.4
France,2010-03,1.7
France,2010-04,1.9
France,2010-05,1.9
France,2010-06,1.7
France,2010-07,1.9
France,2010-08,1.6
France,2010-09,1.8
France,2010-10,1.8
France,2010-11,1.8
France,2010-12,2
France,2011-01,2
France,2011-02,1.8
France,2011-03,2.2
France,2011-04,2.2
France,2011-05,2.2
France,2011-06,2.3
France,2011-07,2.1
France,2011-08,2.4
France,2011-09,2.4
France,2011-10,2.5
France,2011-11,2.7
France,2011-12,2.7
France,2012-01,2.6
France,2012-02,2.5
France,2012-03,2.6
France,2012-04,2.4
France,2012-05,2.3
France,2012-06,2.3
France,2012-07,2.2
France,2012-08,2.4
France,2012-09,2.2
France,2012-10,2.1
France,2012-11,1.6
France,2012-12,1.5
France,2013-01,1.4
France,2013-02,1.2
France,2013-03,1.1
France,2013-04,0.8
France,2013-05,0.9
France,2013-06,1
France,2013-07,1.2
France,2013-08,1
France,2013-09,1
France,2013-10,0.7
France,2013-11,0.8
France,2013-12,0.8
France,2014-01,0.8
France,2014-02,1.1
France,2014-03,0.8
France,2014-04,0.8
France,2014-05,0.8
France,2014-06,0.6
France,2014-07,0.6
France,2014-08,0.5
France,2014-09,0.4
France,2014-10,0.5
France,2014-11,0.4
France,2014-12,0.1
France,2015-01,-0.4
France,2015-02,-0.3
France,2015-03,0
France,2015-04,0.1
France,2015-05,0.3
France,2015-06,0.3
France,2015-07,0.2
France,2015-08,0.1
France,2015-09,0.1
France,2015-10,0.2
France,2015-11,0.1
France,2015-12,0.3
France,2016-01,0.3
France,2016-02,-0.1
France,2016-03,-0.1
France,2016-04,-0.1
France,2016-05,0.1
France,2016-06,0.3
France,2016-07,0.4
France,2016-08,0.4
France,2016-09,0.5
France,2016-10,0.5
France,2016-11,0.7
France,2016-12,0.8
France,2017-01,1.6
France,2017-02,1.4
France,2017-03,1.4
France,2017-04,1.4
France,2017-05,0.9
France,2017-06,0.8
France,2017-07,0.8
France,2017-08,1
France,2017-09,1.1
France,2017-10,1.2
France,2017-11,1.2
France,2017-12,1.2
France,2018-01,1.5
France,2018-02,1.3
France,2018-03,1.7
France,2018-04,1.8
France,2018-05,2.3
France,2018-06,2.3
France,2018-07,2.6
France,2018-08,2.6
France,2018-09,2.5
France,2018-10,2.5
France,2018-11,2.2
France,2018-12,1.9
France,2019-01,1.4
France,2019-02,1.6
France,2019-03,1.3
France,2019-04,1.5
France,2019-05,1.1
France,2019-06,1.4
France,2019-07,1.3
France,2019-08,1.3
France,2019-09,1.1
France,2019-10,0.9
France,2019-11,1.2
France,2019-12,1.6
France,2020-01,1.7
France,2020-02,1.6
France,2020-03,0.8
France,2020-04,0.4
France,2020-05,0.4
France,2020-06,0.2
France,2020-07,0.9
France,2020-08,0.2
France,2020-09,0
France,2020-10,0.1
France,2020-11,0.2
France,2020-12,0
France,2021-01,0.8
France,2021-02,0.8
France,2021-03,1.4
France,2021-04,1.6
France,2021-05,1.8
France,2021-06,1.9
France,2021-07,1.5
France,2021-08,2.4
France,2021-09,2.7
France,2021-10,3.2
France,2021-11,3.4
France,2021-12,3.4
France,2022-01,3.3
France,2022-02,4.2
France,2022-03,5.1
France,2022-04,5.4
France,2022-05,5.8
France,2022-06,6.5
France,2022-07,6.8
France,2022-08,6.6
France,2022-09,6.2
France,2022-10,7.1
France,2022-11,7.1
France,2022-12,6.7
France,2023-01,7
France,2023-02,7.3
France,2023-03,6.7
France,2023-04,6.9
France,2023-05,6
France,2023-06,5.3
France,2023-07,5.1
France,2023-08,5.7
France,2023-09,5.7
France,2023-10,4.5
France,2023-11,3.9
France,2023-12,4.1
Japan,1956-01,-1.609442
Japan,1956-02,-0.7510729
Japan,1956-03,0.1079914
Japan,1956-04,-0.5353319
Japan,1956-05,0
Japan,1956-06,1.943844
Japan,1956-07,0.3253796
Japan,1956-08,0.2155172
Japan,1956-09,0.6437768
Japan,1956-10,0.533049
Japan,1956-11,1.200873
Japan,1956-12,2.741228
Japan,1957-01,3.271538
Japan,1957-02,2.162162
Japan,1957-03,2.265372
Japan,1957-04,2.691066
Japan,1957-05,4
Japan,1957-06,1.588983
Japan,1957-07,4.864865
Japan,1957-08,5.053763
Japan,1957-09,3.624733
Japan,1957-10,2.757158
Japan,1957-11,3.128371
Japan,1957-12,1.814301
Japan,1958-01,0.9503696
Japan,1958-02,0.3174603
Japan,1958-03,-0.4219409
Japan,1958-04,-0.6289308
Japan,1958-05,-1.559252
Japan,1958-06,-0.1042753
Japan,1958-07,-1.649485
Japan,1958-08,-1.330604
Japan,1958-09,-1.337449
Japan,1958-10,-0.2063984
Japan,1958-11,0.1046025
Japan,1958-12,0.2096436
Japan,1959-01,0.1046025
Japan,1959-02,0.5274262
Japan,1959-03,1.271186
Japan,1959-04,1.371308
Japan,1959-05,0.7391763
Japan,1959-06,0.3131524
Japan,1959-07,0.8385744
Japan,1959-08,1.348548
Japan,1959-09,0.9384776
Japan,1959-10,1.447777
Japan,1959-11,1.985371
Japan,1959-12,2.09205
Japan,1960-01,3.23929
Japan,1960-02,3.777544
Japan,1960-03,3.138075
Japan,1960-04,3.225806
Japan,1960-05,4.926625
Japan,1960-06,3.746098
Japan,1960-07,3.534303
Japan,1960-08,2.763562
Japan,1960-09,4.545455
Japan,1960-10,3.669725
Japan,1960-11,2.766393
Japan,1960-12,3.586066
Japan,1961-01,3.744939
Japan,1961-02,4.145602
Japan,1961-03,4.259635
Japan,1961-04,4.637097
Japan,1961-05,3.196803
Japan,1961-06,3.610832
Japan,1961-07,5.421687
Japan,1961-08,5.378486
Japan,1961-09,5.13834
Japan,1961-10,6.882989
Japan,1961-11,8.87338
Japan,1961-12,9.000989
Japan,1962-01,8.195122
Japan,1962-02,7.281553
Japan,1962-03,7.684825
Japan,1962-04,7.803468
Japan,1962-05,8.906098
Japan,1962-06,8.518877
Japan,1962-07,7.809524
Japan,1962-08,6.994329
Japan,1962-09,6.015038
Japan,1962-10,4.599816
Japan,1962-11,3.754579
Japan,1962-12,4.900181
Japan,1963-01,5.951307
Japan,1963-02,6.815995
Japan,1963-03,7.103296
Japan,1963-04,6.429868
Japan,1963-05,6.689291
Japan,1963-06,7.899984
Japan,1963-07,6.146971
Japan,1963-08,5.794713
Japan,1963-09,8.290913
Japan,1963-10,7.08302
Japan,1963-11,6.991809
Japan,1963-12,5.323005
Japan,1964-01,3.733032
Japan,1964-02,3.153153
Japan,1964-03,3.139014
Japan,1964-04,3.90625
Japan,1964-05,3.543743
Japan,1964-06,2.527472
Japan,1964-07,2.654867
Japan,1964-08,4.106548
Japan,1964-09,3.373232
Japan,1964-10,5.567686
Japan,1964-11,5.153509
Japan,1964-12,4.694323
Japan,1965-01,6.870229
Japan,1965-02,6.768559
Japan,1965-03,6.956522
Japan,1965-04,7.948442
Japan,1965-05,6.84492
Japan,1965-06,6.859593
Japan,1965-07,6.896552
Japan,1965-08,6.289979
Japan,1965-09,6.421052
Japan,1965-10,5.894519
Japan,1965-11,5.735141
Japan,1965-12,6.465068
Japan,1966-01,5.204082
Japan,1966-02,6.237219
Japan,1966-03,5.995935
